ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,vader_score,sentiment_category
336,722,4,2023-02-23,5,"Amazing value for money, will buy again.",0.7351,Positive
337,30,1,2023-01-09,5,"Excellent product, works exactly as described.",0.5719,Positive
338,335,7,2023-08-09,2,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
339,106,11,2024-06-27,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
340,999,16,2023-06-30,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
341,619,2,2023-06-03,5,"Top quality item, very satisfied with my order.",0.5984,Positive
342,493,9,2023-04-22,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
343,532,11,2024-06-09,5,"Excellent product, works exactly as described.",0.5719,Positive
344,661,15,2023-03-03,4,"Top quality item, very satisfied with my order.",0.5984,Positive
345,618,2,2023-12-15,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
346,369,1,2024-09-02,4,"Top quality item, very satisfied with my order.",0.5984,Positive
347,984,5,2023-10-10,5,"Fantastic product, my whole family loves it.",0.8074,Positive
348,664,13,2024-12-01,5,"Top quality item, very satisfied with my order.",0.5984,Positive
349,76,12,2024-07-14,3,Decent quality but delivery took longer than expected.,0.0,Neutral
350,889,7,2023-10-28,4,"Excellent product, works exactly as described.",0.5719,Positive
351,601,18,2024-08-18,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
352,663,2,2023-07-28,5,"Amazing value for money, will buy again.",0.7351,Positive
353,888,12,2024-06-12,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
354,226,4,2024-09-02,5,"Amazing value for money, will buy again.",0.7351,Positive
355,401,16,2023-08-29,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
356,703,8,2023-04-09,4,"Amazing value for money, will buy again.",0.7351,Positive
357,854,16,2023-07-20,5,"Excellent product, works exactly as described.",0.5719,Positive
358,839,18,2023-06-08,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
359,144,3,2024-09-02,2,The quality does not meet expectations I had.,0.0,Neutral
360,851,4,2023-05-21,2,Disappointed with the performance of this item.,-0.4767,Negative
361,430,15,2023-08-06,5,"Amazing value for money, will buy again.",0.7351,Positive
362,274,9,2023-12-09,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
363,317,9,2023-02-24,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
364,66,11,2024-01-27,4,"Fantastic product, my whole family loves it.",0.8074,Positive
365,251,14,2023-04-01,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
366,172,10,2023-09-12,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
367,545,7,2023-09-06,4,"Top quality item, very satisfied with my order.",0.5984,Positive
368,297,18,2024-09-09,4,"Excellent product, works exactly as described.",0.5719,Positive
369,639,3,2023-11-10,5,"Top quality item, very satisfied with my order.",0.5984,Positive
370,667,11,2023-03-08,1,Disappointed with the performance of this item.,-0.4767,Negative
371,575,16,2023-09-29,5,"Amazing value for money, will buy again.",0.7351,Positive
372,281,11,2023-10-05,5,"Fantastic product, my whole family loves it.",0.8074,Positive
373,205,14,2023-06-14,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
374,901,16,2023-10-20,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
375,123,16,2023-09-27,4,"Excellent product, works exactly as described.",0.5719,Positive
376,322,18,2024-04-02,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
377,585,4,2023-09-19,5,"Excellent product, works exactly as described.",0.5719,Positive
378,790,16,2024-04-28,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
379,279,3,2023-11-19,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
380,885,5,2024-12-09,1,The product broke after just one week of use.,-0.4215,Negative
381,224,2,2024-10-16,4,"Top quality item, very satisfied with my order.",0.5984,Positive
382,846,3,2023-08-08,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
383,604,16,2024-01-01,4,"Top quality item, very satisfied with my order.",0.5984,Positive
384,224,14,2023-10-01,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
385,816,2,2024-05-01,5,"Amazing value for money, will buy again.",0.7351,Positive
386,816,7,2023-09-13,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
387,26,17,2024-02-06,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
388,39,11,2024-12-08,5,"Fantastic product, my whole family loves it.",0.8074,Positive
389,782,14,2023-01-05,4,"Fantastic product, my whole family loves it.",0.8074,Positive
390,425,3,2023-08-17,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
391,318,13,2023-02-13,1,The product broke after just one week of use.,-0.4215,Negative
392,358,9,2023-09-03,5,"Excellent product, works exactly as described.",0.5719,Positive
393,285,16,2024-02-22,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
394,454,15,2023-03-15,4,"Top quality item, very satisfied with my order.",0.5984,Positive
395,439,3,2024-09-09,5,"Amazing value for money, will buy again.",0.7351,Positive
396,33,10,2023-05-12,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
397,207,18,2024-06-29,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
398,148,18,2023-05-11,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
399,331,4,2023-08-23,1,The product broke after just one week of use.,-0.4215,Negative
400,17,8,2024-08-22,4,"Fantastic product, my whole family loves it.",0.8074,Positive
401,690,2,2024-06-29,4,"Top quality item, very satisfied with my order.",0.5984,Positive
402,399,4,2023-10-10,1,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
403,758,12,2024-05-07,2,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
404,656,14,2023-03-18,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
405,809,7,2024-03-25,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
406,620,3,2024-01-25,5,"Excellent product, works exactly as described.",0.5719,Positive
407,124,13,2023-08-11,2,"Overpriced for what you get, very average performance.",0.0,Neutral
408,57,16,2023-05-02,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
409,56,14,2023-06-06,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
410,201,18,2024-07-06,4,"Amazing value for money, will buy again.",0.7351,Positive
411,629,5,2024-04-04,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
412,461,4,2023-10-05,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
413,117,10,2024-08-30,5,"Amazing value for money, will buy again.",0.7351,Positive
414,819,14,2023-08-14,5,"Top quality item, very satisfied with my order.",0.5984,Positive
415,239,5,2023-08-31,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
416,399,4,2023-10-30,5,"Amazing value for money, will buy again.",0.7351,Positive
417,330,5,2024-06-26,4,"Amazing value for money, will buy again.",0.7351,Positive
418,833,6,2024-07-18,5,"Excellent product, works exactly as described.",0.5719,Positive
419,676,5,2024-08-19,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
420,707,18,2023-06-21,5,"Amazing value for money, will buy again.",0.7351,Positive
421,350,17,2023-09-17,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
422,21,17,2023-01-19,3,Decent quality but delivery took longer than expected.,0.0,Neutral
423,602,6,2024-07-06,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
424,602,6,2024-11-24,5,"Top quality item, very satisfied with my order.",0.5984,Positive
425,326,3,2023-10-18,1,Disappointed with the performance of this item.,-0.4767,Negative
426,847,17,2024-04-21,5,"Excellent product, works exactly as described.",0.5719,Positive
427,872,9,2024-02-14,4,"Amazing value for money, will buy again.",0.7351,Positive
428,989,9,2023-08-31,4,"Fantastic product, my whole family loves it.",0.8074,Positive
429,681,16,2024-03-07,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
430,906,16,2023-09-13,2,Delivery was slow and product did not match the description.,0.0,Neutral
431,85,4,2023-06-26,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
432,636,9,2023-11-01,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
433,870,6,2024-10-14,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
434,319,3,2023-09-23,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
435,851,16,2023-11-04,5,"Top quality item, very satisfied with my order.",0.5984,Positive
436,992,3,2023-03-23,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
437,491,16,2024-01-03,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
438,190,9,2023-11-11,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
439,221,14,2023-06-24,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
440,826,9,2023-10-05,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
441,483,1,2023-03-15,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
442,350,4,2024-01-14,4,"Fantastic product, my whole family loves it.",0.8074,Positive
443,59,4,2024-09-23,5,"Top quality item, very satisfied with my order.",0.5984,Positive
444,107,12,2023-02-25,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
445,857,12,2023-03-13,5,"Fantastic product, my whole family loves it.",0.8074,Positive
446,272,1,2024-11-05,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
447,825,9,2023-07-31,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
448,263,8,2024-05-25,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
449,417,14,2024-11-15,4,"Amazing value for money, will buy again.",0.7351,Positive
450,237,2,2023-12-22,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
451,153,15,2024-01-22,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
452,819,7,2023-09-06,5,"Fantastic product, my whole family loves it.",0.8074,Positive
453,383,15,2024-02-03,1,The quality does not meet expectations I had.,0.0,Neutral
454,833,7,2024-06-12,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
455,573,5,2023-11-01,4,"Amazing value for money, will buy again.",0.7351,Positive
456,281,17,2023-08-13,5,"Fantastic product, my whole family loves it.",0.8074,Positive
457,960,10,2023-04-19,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
458,572,16,2024-05-19,1,Disappointed with the performance of this item.,-0.4767,Negative
459,74,8,2024-10-21,1,"Overpriced for what you get, very average performance.",0.0,Neutral
460,392,8,2023-08-24,4,"Amazing value for money, will buy again.",0.7351,Positive
461,505,6,2023-07-20,2,The product broke after just one week of use.,-0.4215,Negative
462,290,14,2024-10-14,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
463,458,14,2024-03-09,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
464,182,15,2024-10-10,1,The quality does not meet expectations I had.,0.0,Neutral
465,201,6,2023-12-08,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
466,555,2,2024-10-08,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
467,509,18,2023-06-08,5,"Top quality item, very satisfied with my order.",0.5984,Positive
468,445,4,2023-07-25,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
469,349,16,2023-03-29,5,"Excellent product, works exactly as described.",0.5719,Positive
470,915,3,2023-10-11,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
471,869,11,2024-06-04,2,The product broke after just one week of use.,-0.4215,Negative
472,906,3,2023-03-27,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
473,139,6,2024-10-16,5,"Amazing value for money, will buy again.",0.7351,Positive
474,91,3,2024-09-28,5,"Excellent product, works exactly as described.",0.5719,Positive
475,839,12,2024-07-21,5,"Excellent product, works exactly as described.",0.5719,Positive
476,543,15,2023-09-29,5,"Excellent product, works exactly as described.",0.5719,Positive
477,63,16,2023-01-28,4,"Excellent product, works exactly as described.",0.5719,Positive
478,943,4,2023-09-08,5,"Fantastic product, my whole family loves it.",0.8074,Positive
479,824,1,2023-12-12,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
480,597,14,2024-05-31,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
481,210,1,2023-11-29,5,"Fantastic product, my whole family loves it.",0.8074,Positive
482,25,16,2023-03-19,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
483,839,13,2024-01-22,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
484,338,14,2023-02-28,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
485,755,13,2023-06-28,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
486,849,15,2024-09-10,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
487,259,13,2023-02-14,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
488,517,3,2023-02-01,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
489,547,16,2023-12-27,3,Decent quality but delivery took longer than expected.,0.0,Neutral
490,656,14,2024-10-16,5,"Fantastic product, my whole family loves it.",0.8074,Positive
491,335,6,2023-04-24,1,Disappointed with the performance of this item.,-0.4767,Negative
492,330,11,2023-06-19,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
493,736,2,2024-07-22,5,"Amazing value for money, will buy again.",0.7351,Positive
494,723,6,2023-01-02,5,"Fantastic product, my whole family loves it.",0.8074,Positive
495,470,12,2024-03-09,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
496,508,10,2024-08-23,5,"Amazing value for money, will buy again.",0.7351,Positive
497,262,14,2024-01-16,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
498,894,6,2023-02-24,2,"Overpriced for what you get, very average performance.",0.0,Neutral
499,968,9,2023-07-05,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
500,633,1,2024-06-26,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
501,541,9,2023-12-16,5,"Fantastic product, my whole family loves it.",0.8074,Positive
502,686,4,2023-07-13,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
503,318,8,2023-11-28,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
504,772,9,2023-07-28,5,"Fantastic product, my whole family loves it.",0.8074,Positive
505,284,18,2023-05-12,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
506,12,6,2024-05-16,5,"Amazing value for money, will buy again.",0.7351,Positive
507,5,5,2023-02-17,5,"Excellent product, works exactly as described.",0.5719,Positive
508,661,18,2024-01-31,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
509,569,13,2023-09-07,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
510,299,5,2024-12-06,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
511,794,15,2024-02-17,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
512,145,4,2023-03-25,4,"Top quality item, very satisfied with my order.",0.5984,Positive
513,208,1,2023-02-28,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
514,613,17,2023-09-06,4,"Amazing value for money, will buy again.",0.7351,Positive
515,126,10,2024-08-26,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
516,817,8,2024-11-12,4,"Amazing value for money, will buy again.",0.7351,Positive
517,305,12,2024-11-10,1,The quality does not meet expectations I had.,0.0,Neutral
518,841,6,2024-08-20,5,"Fantastic product, my whole family loves it.",0.8074,Positive
519,839,15,2024-12-09,5,"Excellent product, works exactly as described.",0.5719,Positive
520,703,1,2023-08-07,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
521,698,1,2024-09-25,4,"Amazing value for money, will buy again.",0.7351,Positive
522,300,4,2024-08-12,5,"Fantastic product, my whole family loves it.",0.8074,Positive
523,823,4,2023-01-10,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
524,172,16,2023-11-09,4,"Fantastic product, my whole family loves it.",0.8074,Positive
525,453,9,2024-03-26,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
526,661,18,2024-12-25,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
527,113,8,2023-07-11,5,"Excellent product, works exactly as described.",0.5719,Positive
528,423,7,2024-10-10,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
529,225,15,2023-09-24,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
530,396,1,2024-07-23,5,"Amazing value for money, will buy again.",0.7351,Positive
531,875,14,2023-04-17,4,"Excellent product, works exactly as described.",0.5719,Positive
532,149,4,2023-03-14,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
533,112,8,2024-11-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
534,175,13,2023-09-09,5,"Top quality item, very satisfied with my order.",0.5984,Positive
535,88,5,2023-04-20,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
536,806,9,2024-09-16,4,"Amazing value for money, will buy again.",0.7351,Positive
537,994,9,2023-04-25,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
538,432,15,2024-04-07,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
539,430,17,2023-06-27,5,"Top quality item, very satisfied with my order.",0.5984,Positive
540,622,5,2023-03-06,5,"Amazing value for money, will buy again.",0.7351,Positive
541,358,2,2023-03-25,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
542,716,14,2024-07-29,4,"Excellent product, works exactly as described.",0.5719,Positive
543,558,3,2023-01-16,2,Disappointed with the performance of this item.,-0.4767,Negative
544,245,14,2023-08-12,4,"Top quality item, very satisfied with my order.",0.5984,Positive
545,901,18,2023-08-24,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
546,995,6,2023-04-02,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
547,919,12,2024-11-30,5,"Amazing value for money, will buy again.",0.7351,Positive
548,376,2,2023-05-10,3,Decent quality but delivery took longer than expected.,0.0,Neutral
549,501,6,2023-10-15,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
550,882,3,2023-08-15,4,"Amazing value for money, will buy again.",0.7351,Positive
551,958,7,2023-02-18,4,"Excellent product, works exactly as described.",0.5719,Positive
552,258,5,2023-06-28,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
553,25,9,2024-08-21,5,"Excellent product, works exactly as described.",0.5719,Positive
554,879,7,2023-04-15,1,Disappointed with the performance of this item.,-0.4767,Negative
555,722,7,2023-07-07,5,"Amazing value for money, will buy again.",0.7351,Positive
556,9,12,2023-03-27,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
557,81,6,2023-05-22,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
558,493,3,2024-03-12,1,The product broke after just one week of use.,-0.4215,Negative
559,992,14,2024-06-05,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
560,736,6,2023-09-28,5,"Top quality item, very satisfied with my order.",0.5984,Positive
561,472,12,2024-08-22,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
562,530,5,2023-12-13,1,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
563,543,12,2024-08-30,5,"Excellent product, works exactly as described.",0.5719,Positive
564,522,10,2023-03-22,4,"Amazing value for money, will buy again.",0.7351,Positive
565,202,17,2024-04-18,1,The quality does not meet expectations I had.,0.0,Neutral
566,656,1,2024-01-31,4,"Top quality item, very satisfied with my order.",0.5984,Positive
567,786,17,2023-07-06,4,"Amazing value for money, will buy again.",0.7351,Positive
568,264,2,2024-06-17,4,"Amazing value for money, will buy again.",0.7351,Positive
569,17,7,2024-11-08,5,"Amazing value for money, will buy again.",0.7351,Positive
570,296,15,2023-11-12,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
571,643,18,2024-05-04,5,"Top quality item, very satisfied with my order.",0.5984,Positive
572,846,3,2023-08-03,1,The quality does not meet expectations I had.,0.0,Neutral
573,694,17,2023-12-19,5,"Fantastic product, my whole family loves it.",0.8074,Positive
574,447,13,2023-05-09,5,"Fantastic product, my whole family loves it.",0.8074,Positive
575,275,18,2023-06-26,1,Delivery was slow and product did not match the description.,0.0,Neutral
576,547,14,2023-09-09,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
577,775,1,2024-03-25,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
578,688,12,2023-04-08,1,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
579,933,6,2023-03-20,5,"Fantastic product, my whole family loves it.",0.8074,Positive
580,386,1,2023-12-07,5,"Fantastic product, my whole family loves it.",0.8074,Positive
581,824,4,2023-05-11,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
582,739,16,2023-03-01,5,"Top quality item, very satisfied with my order.",0.5984,Positive
583,762,10,2024-11-03,4,"Fantastic product, my whole family loves it.",0.8074,Positive
584,390,16,2023-01-09,5,"Amazing value for money, will buy again.",0.7351,Positive
585,309,15,2024-02-12,5,"Amazing value for money, will buy again.",0.7351,Positive
586,487,9,2023-08-03,5,"Excellent product, works exactly as described.",0.5719,Positive
587,317,4,2024-11-03,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
588,552,4,2023-07-23,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
589,919,14,2024-12-14,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
590,712,8,2023-06-26,4,"Top quality item, very satisfied with my order.",0.5984,Positive
591,472,6,2024-08-16,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
592,127,16,2023-01-31,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
593,405,18,2023-03-17,4,"Amazing value for money, will buy again.",0.7351,Positive
594,473,15,2024-09-02,4,"Amazing value for money, will buy again.",0.7351,Positive
595,678,8,2024-10-30,4,"Excellent product, works exactly as described.",0.5719,Positive
596,57,7,2024-10-06,5,"Fantastic product, my whole family loves it.",0.8074,Positive
597,967,15,2024-12-27,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
598,943,13,2023-04-12,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
599,313,6,2023-12-24,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
600,244,8,2023-08-12,5,"Amazing value for money, will buy again.",0.7351,Positive
601,894,8,2024-07-23,5,"Excellent product, works exactly as described.",0.5719,Positive
602,839,18,2023-11-09,4,"Fantastic product, my whole family loves it.",0.8074,Positive
603,342,2,2024-11-09,4,"Amazing value for money, will buy again.",0.7351,Positive
604,324,11,2024-01-08,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
605,417,3,2024-09-08,5,"Amazing value for money, will buy again.",0.7351,Positive
606,657,8,2023-10-31,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
607,354,13,2024-07-30,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
608,362,17,2024-05-09,5,"Top quality item, very satisfied with my order.",0.5984,Positive
609,328,12,2024-05-10,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
610,911,13,2024-09-10,4,"Fantastic product, my whole family loves it.",0.8074,Positive
611,834,4,2023-12-27,1,Delivery was slow and product did not match the description.,0.0,Neutral
612,348,11,2024-10-25,4,"Fantastic product, my whole family loves it.",0.8074,Positive
613,834,15,2024-06-02,2,The quality does not meet expectations I had.,0.0,Neutral
614,355,7,2024-04-13,2,Delivery was slow and product did not match the description.,0.0,Neutral
615,241,16,2023-06-13,4,"Top quality item, very satisfied with my order.",0.5984,Positive
616,729,16,2024-09-04,1,The product broke after just one week of use.,-0.4215,Negative
617,778,3,2023-12-25,4,"Amazing value for money, will buy again.",0.7351,Positive
618,73,7,2023-03-11,4,"Fantastic product, my whole family loves it.",0.8074,Positive
619,695,2,2024-01-13,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
620,113,17,2023-08-15,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
621,339,15,2023-11-29,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
622,487,5,2024-04-19,5,"Top quality item, very satisfied with my order.",0.5984,Positive
623,47,1,2023-06-15,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
624,317,6,2024-05-29,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
625,749,17,2024-03-09,2,"Average product, nothing special about it.",-0.3089,Negative
626,191,14,2024-07-29,4,"Top quality item, very satisfied with my order.",0.5984,Positive
627,632,4,2024-09-06,4,"Excellent product, works exactly as described.",0.5719,Positive
628,213,2,2023-03-30,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
629,47,10,2024-08-01,4,"Top quality item, very satisfied with my order.",0.5984,Positive
630,407,10,2024-08-12,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
631,76,1,2024-06-05,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
632,596,8,2024-02-18,5,"Amazing value for money, will buy again.",0.7351,Positive
633,602,5,2023-08-21,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
634,871,16,2023-03-17,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
635,608,6,2023-09-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
636,39,11,2023-05-06,4,"Excellent product, works exactly as described.",0.5719,Positive
637,389,4,2023-01-30,4,"Top quality item, very satisfied with my order.",0.5984,Positive
638,613,16,2024-10-07,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
639,790,5,2024-06-28,1,"Average product, nothing special about it.",-0.3089,Negative
640,369,6,2024-10-19,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
641,769,9,2023-06-27,5,"Amazing value for money, will buy again.",0.7351,Positive
642,355,11,2023-10-14,4,"Fantastic product, my whole family loves it.",0.8074,Positive
643,572,2,2024-09-09,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
644,204,3,2023-06-27,1,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
645,398,14,2024-01-09,2,"Overpriced for what you get, very average performance.",0.0,Neutral
646,841,4,2024-10-08,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
647,105,1,2023-10-29,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
648,111,6,2024-12-26,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
649,853,16,2024-10-01,5,"Excellent product, works exactly as described.",0.5719,Positive
650,506,15,2024-04-07,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
651,410,7,2024-08-09,2,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
652,593,4,2024-05-31,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
653,404,9,2023-01-30,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
654,269,16,2024-06-29,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
655,918,6,2023-12-07,4,"Excellent product, works exactly as described.",0.5719,Positive
656,73,5,2023-06-10,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
657,416,14,2023-03-03,5,"Amazing value for money, will buy again.",0.7351,Positive
658,234,10,2024-08-12,1,The product broke after just one week of use.,-0.4215,Negative
659,204,2,2024-02-25,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
660,292,13,2024-02-13,5,"Amazing value for money, will buy again.",0.7351,Positive
661,876,14,2024-06-26,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
662,476,4,2024-03-18,2,"Average product, nothing special about it.",-0.3089,Negative
663,511,5,2023-01-12,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
664,2,17,2024-05-31,4,"Fantastic product, my whole family loves it.",0.8074,Positive
665,747,13,2024-04-28,5,"Amazing value for money, will buy again.",0.7351,Positive
666,916,8,2023-02-26,5,"Fantastic product, my whole family loves it.",0.8074,Positive
667,468,1,2023-11-04,4,"Top quality item, very satisfied with my order.",0.5984,Positive
668,850,18,2024-04-04,4,"Fantastic product, my whole family loves it.",0.8074,Positive
669,306,14,2023-06-08,2,The quality does not meet expectations I had.,0.0,Neutral
670,491,14,2023-04-08,4,"Amazing value for money, will buy again.",0.7351,Positive
671,9,9,2024-07-03,5,"Amazing value for money, will buy again.",0.7351,Positive
